Date,VOLATILITY_30D,NEWS_SENTIMENT_DAILY_AVG,NEWS_NEG_SENTIMENT_COUNT,NEWS_POS_SENTIMENT_COUNT,NEWS_NEUTRAL_SENTIMENT_COUNT,RSI_14D,RSI_30D,PX_TO_EBITDA,PX_TO_CASH_FLOW,REL_5D
08/07/2014,17.915,0.0972,#N/A N/A,#N/A N/A,#N/A N/A,47.0925,55.1885,9.889,10.3868,-1.775
08/08/2014,17.626,0.1838,#N/A N/A,#N/A N/A,#N/A N/A,48.4302,55.7093,9.9162,10.4154,0.526
08/11/2014,17.783,-0.0599,#N/A N/A,#N/A N/A,#N/A N/A,54.3996,58.1293,10.047,10.5529,0.187
08/12/2014,17.713,0.1128,#N/A N/A,#N/A N/A,#N/A N/A,54.2913,58.0768,10.0449,10.5507,1.008
08/13/2014,18.082,0.1386,#N/A N/A,#N/A N/A,#N/A N/A,59.7679,60.4257,10.1779,10.6903,0.789
08/14/2014,18.033,0.0976,#N/A N/A,#N/A N/A,#N/A N/A,60.8033,60.8897,10.2051,10.7189,2.178
08/15/2014,17.077,0.0921,#N/A N/A,#N/A N/A,#N/A N/A,62.7113,61.7465,10.2553,10.7716,1.478
08/18/2014,17.248,0.1015,#N/A N/A,#N/A N/A,#N/A N/A,66.968,63.765,10.3788,10.9014,2.222
08/19/2014,17.637,0.3049,#N/A N/A,#N/A N/A,#N/A N/A,71.0939,65.9246,10.5222,11.052,1.353
08/20/2014,17.56,0.4901,#N/A N/A,#N/A N/A,#N/A N/A,71.207,65.9859,10.5264,11.0564,1.233
08/21/2014,17.569,0.1628,#N/A N/A,#N/A N/A,#N/A N/A,71.2373,66.0017,10.5274,11.0575,1.675
08/22/2014,17.326,0.1528,#N/A N/A,#N/A N/A,#N/A N/A,73.4624,67.1691,10.6049,11.1388,1.058
08/25/2014,16.814,0.0541,#N/A N/A,#N/A N/A,#N/A N/A,74.1038,67.5122,10.6279,11.163,-0.567
08/26/2014,16.848,0.3173,#N/A N/A,#N/A N/A,#N/A N/A,68.8044,65.4195,10.5598,11.0914,0.86
08/27/2014,15.895,0.1802,#N/A N/A,#N/A N/A,#N/A N/A,72.798,67.4115,10.6897,11.2279,1.438
08/28/2014,15.526,0.0798,#N/A N/A,#N/A N/A,#N/A N/A,73.1558,67.5983,10.7022,11.2411,0.409
08/29/2014,15.329,0.0739,#N/A N/A,#N/A N/A,#N/A N/A,73.9255,67.9935,10.7284,11.2685,#N/A N/A
09/01/2014,#N/A N/A,0.0504,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,1.512
09/02/2014,15.314,0.0753,#N/A N/A,#N/A N/A,#N/A N/A,76.27,69.2357,10.8121,11.3565,-1.966
09/03/2014,19.202,0.1447,#N/A N/A,#N/A N/A,#N/A N/A,49.9234,56.806,10.3558,10.8772,-3.808
09/04/2014,19.378,0.1808,#N/A N/A,#N/A N/A,#N/A N/A,46.6589,54.8888,10.27,10.787,-3.737
09/05/2014,19.448,0.1891,#N/A N/A,#N/A N/A,#N/A N/A,50.2877,56.4644,10.3589,10.8805,-3.951
09/08/2014,19.098,0.3017,#N/A N/A,#N/A N/A,#N/A N/A,47.7758,55.0373,10.2951,10.8134,-4.48
09/09/2014,19.033,0.2388,#N/A N/A,#N/A N/A,#N/A N/A,46.2661,54.1781,10.2564,10.7727,2.339
09/10/2014,21.075,0.1034,#N/A N/A,#N/A N/A,#N/A N/A,57.9161,59.4991,10.5714,11.1036,3.384
09/11/2014,19.31,0.1925,#N/A N/A,#N/A N/A,#N/A N/A,59.2745,60.1824,10.6164,11.1509,3.865
09/12/2014,19.28,0.1466,#N/A N/A,#N/A N/A,#N/A N/A,60.0179,60.5506,10.6405,11.1762,4.231
09/15/2014,19.152,0.1228,#N/A N/A,#N/A N/A,#N/A N/A,59.8644,60.4752,10.6373,11.1729,2.386
09/16/2014,19.26,0.2425,#N/A N/A,#N/A N/A,#N/A N/A,55.9118,58.5378,10.5567,11.0882,0.279
09/17/2014,19.283,0.1277,#N/A N/A,#N/A N/A,#N/A N/A,58.6604,59.784,10.6321,11.1674,-0.339
09/18/2014,19.147,0.0788,#N/A N/A,#N/A N/A,#N/A N/A,59.4543,60.1455,10.6541,11.1905,-1.917
09/19/2014,19.415,0.1153,#N/A N/A,#N/A N/A,#N/A N/A,54.9614,58.0137,10.5672,11.0992,-1.067
09/22/2014,19.119,0.0468,#N/A N/A,#N/A N/A,#N/A N/A,55.3987,58.1984,10.5777,11.1102,2.597
09/23/2014,19.543,0.3237,#N/A N/A,#N/A N/A,#N/A N/A,61.7228,61.0018,10.7431,11.2839,0.331
09/24/2014,19.514,0.1402,#N/A N/A,#N/A N/A,#N/A N/A,56.8343,58.7075,10.6499,11.1861,-1.632
09/25/2014,22.957,0.0731,#N/A N/A,#N/A N/A,#N/A N/A,41.4291,50.1937,10.2438,10.7595,1.179
09/26/2014,24.504,0.0903,#N/A N/A,#N/A N/A,#N/A N/A,51.8597,55.1842,10.1757,10.3189,-0.114
09/29/2014,24.354,0.0313,#N/A N/A,#N/A N/A,#N/A N/A,49.7399,53.9417,10.1111,10.2534,-1.32
09/30/2014,24.076,0.0333,#N/A N/A,#N/A N/A,#N/A N/A,51.8591,54.9901,10.1757,10.3189,0.086
10/01/2014,24.535,0.2476,#N/A N/A,#N/A N/A,#N/A N/A,46.6614,51.9872,10.0171,10.1581,3.114
10/02/2014,24.643,0.0871,#N/A N/A,#N/A N/A,#N/A N/A,49.1771,53.1996,10.0899,10.2319,-0.37
10/03/2014,24.541,0.0877,#N/A N/A,#N/A N/A,#N/A N/A,48.2245,52.6646,10.0616,10.2032,0.168
10/06/2014,24.527,0.0441,#N/A N/A,#N/A N/A,#N/A N/A,48.2245,52.6646,10.0616,10.2032,-0.101
10/07/2014,24.588,0.0923,#N/A N/A,#N/A N/A,#N/A N/A,45.078,50.9605,9.9737,10.1141,0.46
10/08/2014,25.116,0.0698,#N/A N/A,#N/A N/A,#N/A N/A,52.8797,54.5457,10.1808,10.324,2.063
10/09/2014,25.124,0.076,#N/A N/A,#N/A N/A,#N/A N/A,53.6408,54.9117,10.203,10.3466,4.391
10/10/2014,25.118,0.1752,#N/A N/A,#N/A N/A,#N/A N/A,52.4385,54.3154,10.1737,10.3169,5.005
10/13/2014,25.106,0.0329,#N/A N/A,#N/A N/A,#N/A N/A,48.7084,52.4462,10.0808,10.2226,3.057
10/14/2014,21.725,0.1759,#N/A N/A,#N/A N/A,#N/A N/A,44.758,50.3798,9.9737,10.1141,2.294
10/15/2014,21.899,0.1967,#N/A N/A,#N/A N/A,#N/A N/A,40.7001,48.14,9.8515,9.9902,-1.364
10/16/2014,22.057,0.0759,#N/A N/A,#N/A N/A,#N/A N/A,36.8899,45.9066,9.7222,9.8591,-2.042
10/17/2014,22.47,0.0953,#N/A N/A,#N/A N/A,#N/A N/A,43.1981,48.6228,9.8646,10.0035,-1.587
10/20/2014,23.331,0.124,#N/A N/A,#N/A N/A,#N/A N/A,51.0142,52.296,10.0757,10.2175,0.369
10/21/2014,22.944,0.3524,#N/A N/A,#N/A N/A,#N/A N/A,58.9096,56.4704,10.3494,10.4951,2.047
10/22/2014,22.957,0.4041,#N/A N/A,#N/A N/A,#N/A N/A,60.2341,57.2135,10.4019,10.5483,3.987
10/23/2014,23.525,0.1048,#N/A N/A,#N/A N/A,#N/A N/A,64.5841,59.7303,10.5878,10.7368,3.463
10/24/2014,23.534,0.0838,#N/A N/A,#N/A N/A,#N/A N/A,65.4469,60.243,10.6272,10.7767,2.268
10/27/2014,23.387,0.1158,#N/A N/A,#N/A N/A,#N/A N/A,64.9661,60.02,10.6161,10.7655,1.87
10/28/2014,23.703,0.0734,#N/A N/A,#N/A N/A,#N/A N/A,68.6419,62.1667,10.7807,10.9324,1.322
10/29/2014,23.732,0.1223,#N/A N/A,#N/A N/A,#N/A N/A,69.894,62.9247,10.8413,10.9939,-0.192
10/30/2014,23.586,0.0709,#N/A N/A,#N/A N/A,#N/A N/A,68.136,62.1518,10.8049,10.957,-0.078
10/31/2014,23.69,0.0507,#N/A N/A,#N/A N/A,#N/A N/A,70.4072,63.4671,10.9079,11.0615,1.184
11/03/2014,23.566,0.008,#N/A N/A,#N/A N/A,#N/A N/A,73.2278,65.185,11.0493,11.2049,0.375
11/04/2014,23.511,0.0719,#N/A N/A,#N/A N/A,#N/A N/A,69.1706,63.4221,10.9685,11.1229,-0.652
11/05/2014,19.755,0.0609,#N/A N/A,#N/A N/A,#N/A N/A,69.7571,63.7517,10.9948,11.1496,-0.221
11/06/2014,18.17,0.1003,#N/A N/A,#N/A N/A,#N/A N/A,68.8886,63.3881,10.9786,11.1332,0.246
11/07/2014,17.955,0.0455,#N/A N/A,#N/A N/A,#N/A N/A,69.6763,63.8019,11.01,11.1649,-1.519
11/10/2014,17.973,0.0337,#N/A N/A,#N/A N/A,#N/A N/A,68.5903,63.3716,10.9918,11.1465,-0.353
11/11/2014,17.103,0.057,#N/A N/A,#N/A N/A,#N/A N/A,70.9473,64.5664,11.0796,11.2356,1.459
11/12/2014,17.361,0.0777,#N/A N/A,#N/A N/A,#N/A N/A,74.6037,66.5757,11.2362,11.3943,3.377
11/13/2014,17.505,0.0946,#N/A N/A,#N/A N/A,#N/A N/A,77.6693,68.4503,11.3948,11.5551,4.337
11/14/2014,17.599,0.1548,#N/A N/A,#N/A N/A,#N/A N/A,79.9294,69.9601,11.5321,11.6944,4.584
11/17/2014,17.219,0.3522,#N/A N/A,#N/A N/A,#N/A N/A,78.7305,69.4796,11.5129,11.675,4.638
11/18/2014,16.72,0.1006,#N/A N/A,#N/A N/A,#N/A N/A,81.1076,71.0802,11.6624,11.8266,2.547
11/19/2014,17.067,0.1074,#N/A N/A,#N/A N/A,#N/A N/A,76.1532,69.0551,11.5816,11.7446,2.419
11/20/2014,17.16,0.0728,#N/A N/A,#N/A N/A,#N/A N/A,78.987,70.8183,11.7473,11.9126,0.835
11/21/2014,16.636,0.3074,#N/A N/A,#N/A N/A,#N/A N/A,79.2461,70.9851,11.7634,11.929,2.654
11/24/2014,16.31,0.2341,#N/A N/A,#N/A N/A,#N/A N/A,82.3949,73.126,11.9811,12.1497,1.094
11/25/2014,15.955,0.2655,#N/A N/A,#N/A N/A,#N/A N/A,76.4533,70.5641,11.8775,12.0447,2.569
11/26/2014,14.81,0.3199,#N/A N/A,#N/A N/A,#N/A N/A,78.7114,71.9525,12.0189,12.1881,#N/A N/A
11/27/2014,#N/A N/A,0.1683,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,1.52
11/28/2014,14.818,0.1021,#N/A N/A,#N/A N/A,#N/A N/A,78.307,71.7774,12.0119,12.1809,-0.718
12/01/2014,18.383,0.2225,#N/A N/A,#N/A N/A,#N/A N/A,60.002,63.0274,11.622,11.7856,-3.234
12/02/2014,17.251,-0.3982,#N/A N/A,#N/A N/A,#N/A N/A,58.3282,62.1343,11.5776,11.7405,-1.767
12/03/2014,17.391,-0.3501,#N/A N/A,#N/A N/A,#N/A N/A,61.7254,63.7063,11.7089,11.8737,-2.907
12/04/2014,17.014,-0.2484,#N/A N/A,#N/A N/A,#N/A N/A,59.9442,62.7935,11.6644,11.8286,-3.668
12/05/2014,17.165,-0.1297,#N/A N/A,#N/A N/A,#N/A N/A,57.939,61.7739,11.6149,11.7784,-2.646
12/08/2014,18.814,-0.0653,#N/A N/A,#N/A N/A,#N/A N/A,48.6414,56.7185,11.3523,11.5121,-0.12
12/09/2014,18.801,0.1121,#N/A N/A,#N/A N/A,#N/A N/A,53.9105,59.0139,11.5261,11.6883,-1.136
12/10/2014,19.836,-0.171,#N/A N/A,#N/A N/A,#N/A N/A,47.3151,55.1935,11.3069,11.466,-1.613
12/11/2014,19.827,0.0728,#N/A N/A,#N/A N/A,#N/A N/A,46.3857,54.6371,11.2736,11.4322,-1.102
12/12/2014,20.415,0.1359,#N/A N/A,#N/A N/A,#N/A N/A,41.3733,51.5575,11.0827,11.2387,-0.294
12/15/2014,20.482,0.0349,#N/A N/A,#N/A N/A,#N/A N/A,37.8645,49.2699,10.9307,11.0845,-2.334
12/16/2014,20.774,0.1652,#N/A N/A,#N/A N/A,#N/A N/A,34.744,47.142,10.7812,10.9329,-1.626
12/17/2014,22.099,-0.279,#N/A N/A,#N/A N/A,#N/A N/A,43.7358,51.0778,11.0504,11.2059,-0.345
12/18/2014,23.733,-0.1367,#N/A N/A,#N/A N/A,#N/A N/A,52.335,55.2669,11.3776,11.5377,-1.493
12/19/2014,23.877,0.1353,#N/A N/A,#N/A N/A,#N/A N/A,50.1199,53.9829,11.2897,11.4486,-0.107
12/22/2014,24.029,0.0484,#N/A N/A,#N/A N/A,#N/A N/A,52.9776,55.4117,11.4069,11.5674,-0.112
12/23/2014,23.979,0.2137,#N/A N/A,#N/A N/A,#N/A N/A,51.874,54.8047,11.3665,11.5265,-1.016
12/24/2014,23.679,0.0819,#N/A N/A,#N/A N/A,#N/A N/A,50.3764,53.994,11.313,11.4722,#N/A N/A
12/25/2014,#N/A N/A,0.0734,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,-0.145
12/26/2014,23.891,0.1292,#N/A N/A,#N/A N/A,#N/A N/A,55.5402,56.482,10.0296,9.5624,0.935
12/29/2014,23.618,0.0301,#N/A N/A,#N/A N/A,#N/A N/A,55.2899,56.3546,10.0225,9.5556,-0.459
12/30/2014,23.897,0.1571,#N/A N/A,#N/A N/A,#N/A N/A,50.9894,54.1591,9.9002,9.439,-0.811
12/31/2014,24.163,0.1762,#N/A N/A,#N/A N/A,#N/A N/A,45.165,50.995,9.7119,9.2595,#N/A N/A
01/01/2015,#N/A N/A,-0.1934,64,45,77,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,-1.27
01/02/2015,24.23,0.1099,23,27,75,42.5941,49.5264,9.6196,9.1714,-3.644
01/05/2015,25.005,0.0559,13,44,95,36.1023,45.5461,9.3486,8.9131,-2.619
01/06/2015,24.987,0.191,28,64,205,36.1363,45.5608,9.3494,8.9139,-1.665
01/07/2015,24.668,0.1275,39,124,278,41.1647,47.7348,9.4805,9.0389,1.209
01/08/2015,27.48,0.0932,29,112,258,52.3831,53.1163,9.8448,9.3862,3.122
01/09/2015,27.175,0.2387,42,169,254,52.6648,53.2606,9.8554,9.3963,2.434
01/12/2015,28.016,0.0472,13,49,77,45.9332,49.6263,9.6125,9.1647,2.68
01/13/2015,26.612,0.1217,43,116,255,48.4281,50.8458,9.6979,9.2461,2.644
01/14/2015,26.612,0.2851,103,189,326,47.408,50.3003,9.6609,9.2109,-1.203
01/15/2015,27.407,0.1497,92,88,249,40.8355,46.629,9.3987,8.9609,-4.185
01/16/2015,27.447,0.119,88,88,185,39.2051,45.6686,9.3257,8.8913,#N/A N/A
01/19/2015,#N/A N/A,0.0293,15,21,91,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,-0.204
01/20/2015,28.726,0.0851,18,52,143,46.7374,49.2269,9.5659,9.1203,-1.052
01/21/2015,28.107,0.1647,18,109,166,48.8138,50.2516,9.6389,9.1899,-0.206
01/22/2015,28.831,0.3658,20,88,194,55.2631,53.5795,9.8897,9.429,2.718
01/23/2015,28.283,0.2468,38,166,234,56.4652,54.2242,9.9407,9.4776,4.754
01/26/2015,28.265,0.3999,15,80,117,56.7243,54.3599,9.9513,9.4877,0.04
01/27/2015,29.837,0.337,35,174,227,46.8211,49.3656,9.6028,9.1555,6.833
01/28/2015,33.772,0.498,108,878,629,58.8699,55.8966,10.1457,9.6731,7.976
01/29/2015,34.437,0.7541,70,510,370,63.9832,59.074,10.4616,9.9742,6.654
01/30/2015,34.232,0.5005,47,156,230,60.0843,57.0145,10.3085,9.8283,6.77
02/02/2015,33.371,0.0863,15,46,121,62.181,58.2855,10.4378,9.9516,7.628
02/03/2015,33.245,0.1578,40,174,290,62.2101,58.3028,10.4396,9.9533,1.687
02/04/2015,33.193,0.1693,21,101,202,63.5824,59.1036,10.5197,10.0296,-1.144
02/05/2015,33.15,0.137,22,129,262,64.1676,59.4401,10.5531,10.0615,-1.476
02/06/2015,33.241,0.1909,28,92,241,61.3461,58.1252,10.4642,9.9768,-0.358
02/09/2015,32.929,0.0546,8,38,104,62.7266,58.8615,10.5337,10.043,1.918
02/10/2015,33.324,0.1511,26,115,243,66.4803,60.9307,10.7361,10.236,3.085
02/11/2015,33.566,0.3536,53,304,372,70.4636,63.3049,10.9877,10.4759,4.125
02/12/2015,32.904,0.2217,41,152,327,72.4139,64.5365,11.1268,10.6084,4.737
02/13/2015,32.606,0.1426,34,109,294,73.1628,65.0132,11.1813,10.6604,#N/A N/A
02/16/2015,#N/A N/A,0.0832,9,41,152,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,4.049
02/17/2015,30.88,0.0722,15,66,231,74.0794,65.592,11.2473,10.7234,3.925
02/18/2015,30.818,0.1096,32,154,326,75.1577,66.273,11.3252,10.7976,1.441
02/19/2015,30.838,0.1824,32,155,304,74.1628,65.8692,11.3019,10.7754,1.341
02/20/2015,29.25,0.1387,35,108,291,75.538,66.697,11.3938,10.863,4.03
02/23/2015,29.927,0.0249,6,127,138,79.4823,69.2823,11.7022,11.1571,2.655
02/24/2015,28.632,0.2982,22,177,331,76.343,67.9894,11.6292,11.0874,-0.613
02/25/2015,30.221,0.1878,61,160,328,65.0718,63.0338,11.3318,10.8039,0.891
02/26/2015,30.157,0.1055,98,123,265,67.5521,64.327,11.4748,10.9402,-0.526
02/27/2015,29.088,0.22,71,166,361,61.8606,61.6432,11.3027,10.7762,-3.294
03/02/2015,28.761,0,22,70,208,62.9441,62.1694,11.3582,10.8291,-1.769
03/03/2015,28.201,0.5088,43,125,300,63.4237,62.398,11.3819,10.8517,0.535
03/04/2015,28.435,0.2004,63,135,354,60.848,61.2351,11.3098,10.7829,-2.623
03/05/2015,28.476,0.4805,61,158,312,54.6408,58.3146,11.1224,10.6042,0.134
03/06/2015,28.484,-0.4467,38,172,394,55.081,58.4973,11.1391,10.6202,0.287
03/09/2015,28.47,0.0272,22,94,352,56.3767,59.0251,11.1866,10.6655,-0.754
03/10/2015,26.86,0.134,133,697,2106,48.968,55.4705,10.9552,10.4449,-2.184
03/11/2015,22.732,0.0814,58,258,871,43.6375,52.64,10.7555,10.2544,0.122
03/12/2015,21.529,0.0929,137,201,664,49.4112,54.9549,10.9499,10.4398,-1.528
03/13/2015,21.102,0.0801,52,116,445,47.3774,53.8944,10.8742,10.3677,-1.806
03/16/2015,21.036,0.0327,9,44,138,50.8246,55.3054,10.9939,10.4818,0.55
03/17/2015,21.488,0.1019,49,145,334,55.6345,57.379,11.1778,10.6571,2.13
03/18/2015,21.595,0.1613,59,146,306,58.6171,58.7341,11.3036,10.7771,1.303
03/19/2015,21.804,0.2341,39,124,245,55.8597,57.4458,11.2178,10.6953,-0.774
03/20/2015,22.024,0.1796,35,89,222,51.5848,55.3899,11.0775,10.5615,0.685
03/23/2015,22.125,0.0968,11,44,129,54.6542,56.7063,11.1928,10.6714,-1.097
03/24/2015,21.558,0.2488,44,112,268,53.2121,56.0274,11.147,10.6277,-2.17
03/25/2015,22,0.1606,29,131,253,45.0613,51.933,10.8558,10.3501,-0.983
03/26/2015,21.755,0.1358,37,104,303,47.3192,52.8589,10.9314,10.4222,0.131
03/27/2015,21.795,0.1089,30,76,332,45.0252,51.6735,9.9235,9.4785,0.205
03/30/2015,23.074,0.0631,9,48,227,52.7925,54.9661,10.1748,9.7184,-0.663
03/31/2015,23.387,0.0762,62,143,454,48.2295,52.6583,10.0186,9.5692,0.772
04/01/2015,23.386,0.1018,51,120,434,47.8165,52.447,10.0041,9.5554,0.342
04/02/2015,23.403,0.1352,25,135,335,50.5283,53.5924,10.0902,9.6377,#N/A N/A
04/03/2015,#N/A N/A,0.1401,16,97,309,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,2.353
04/06/2015,22.425,0.1302,10,37,125,55.2767,55.6872,10.2537,9.7938,0.191
04/07/2015,22.547,0.1479,18,103,245,51.746,54.022,10.1458,9.6907,0.261
04/08/2015,21.268,0.1075,33,116,387,50.6794,53.5155,10.1128,9.6592,0.325
04/09/2015,21.029,0.0434,35,116,556,53.1163,54.5478,10.19,9.733,-0.273
04/10/2015,20.622,0.0541,40,199,659,54.4787,55.1276,10.2335,9.7746,-0.955
04/13/2015,20.561,0.0699,9,83,158,53.7007,54.7928,10.2134,9.7553,-0.703
04/14/2015,20.573,0.2305,52,178,379,51.943,54.0459,10.1691,9.713,-0.245
04/15/2015,20.544,0.1276,35,190,433,53.3772,54.6046,10.2078,9.7499,-0.962
04/16/2015,19.972,0.2238,40,178,358,51.2827,53.7456,10.1586,9.703,-0.864
04/17/2015,20.246,0.0894,32,118,378,46.6896,51.7838,10.0443,9.5938,0.21
04/20/2015,21.36,0.0837,15,46,149,55.3359,55.1805,10.2738,9.813,0.414
04/21/2015,20.428,0.1089,21,85,241,53.0909,54.2238,10.2182,9.7599,1.387
04/22/2015,19.884,0.0961,31,111,301,57.674,56.1719,10.3559,9.8915,2.388
04/23/2015,19.354,0.0984,36,94,328,60.2426,57.3255,10.4405,9.9722,2.632
04/24/2015,19.201,0.0501,34,153,585,61.6969,57.99,10.4896,10.0191,3.538
04/27/2015,19.626,0.212,21,146,205,66.781,60.4645,10.6804,10.2014,2.026
04/28/2015,19.801,0.6356,73,900,588,59.3052,57.3812,10.5121,10.0406,0.068
04/29/2015,20.08,0.6611,69,334,346,53.3919,54.7289,10.3575,9.893,-2.217
04/30/2015,21.61,0.1585,68,151,443,44.6726,50.3526,10.0765,9.6246,-0.58
05/01/2015,23.122,0.2158,49,173,431,53.5646,54.4548,10.3825,9.9168,-3.233
05/04/2015,22.944,0.1753,3,39,96,52.9616,54.1503,10.3624,9.8976,-2.479
05/05/2015,23.945,0.0694,29,87,313,46.4312,50.7451,10.1289,9.6746,-1.574
05/06/2015,22.618,0.0511,37,96,350,44.8103,49.8615,10.0652,9.6138,-0.031
05/07/2015,22.535,0.1525,24,123,307,45.4592,50.1457,10.0854,9.6331,-1.397
05/08/2015,23.033,0.1308,35,87,226,51.2824,52.7604,10.2754,9.8145,-1.422
05/11/2015,22.048,0.1451,9,74,165,48.2278,51.2293,10.1707,9.7146,-0.409
05/12/2015,21.557,0.1808,18,121,255,47.1688,50.6966,10.1341,9.6796,-0.081
05/13/2015,21.55,0.1847,21,106,206,47.5639,50.8651,10.1458,9.6907,1.339
05/14/2015,22.472,0.1128,25,73,213,54.9255,54.1504,10.3825,9.9168,0.586
05/15/2015,21.987,0.0964,24,89,267,54.4217,53.9221,10.368,9.903,1.908
05/18/2015,21.936,0.0982,15,75,185,57.7165,55.4551,10.4823,10.0122,1.947
05/19/2015,21.904,0.1192,87,175,474,57.3392,55.2942,10.4727,10.003,1.885
05/20/2015,21.816,0.0991,32,129,402,57.3056,55.2804,10.4719,10.0022,1.427
05/21/2015,21.97,0.0976,16,95,247,60.6126,56.7671,10.5789,10.1045,2.766
05/22/2015,22.063,0.1262,19,90,259,63.2624,58.0156,10.6715,10.1929,#N/A N/A
05/25/2015,#N/A N/A,0.0249,4,14,82,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,0.745
05/26/2015,23.132,0.0376,17,39,216,53.433,53.9252,10.4364,9.9684,1.726
05/27/2015,23.717,0.0595,53,114,301,59.1145,56.5566,10.6317,10.1548,1.564
05/28/2015,23.664,0.0933,44,156,464,58.2777,56.1938,10.6103,10.1345,0.258
05/29/2015,23.67,0.1139,31,98,315,53.6486,54.1594,10.4896,10.0191,-0.844
06/01/2015,22.751,-0.0667,40,47,214,54.313,54.4494,10.5101,10.0387,0.006
06/02/2015,22.728,0.0657,36,111,395,52.4861,53.6576,10.4638,9.9945,-1.019
06/03/2015,22.393,0.082,16,107,290,52.9602,53.8508,10.4767,10.0068,-0.668
06/04/2015,22.336,0.1101,52,163,375,50.388,52.7698,10.4155,9.9484,-0.564
06/05/2015,22.342,0.1201,36,94,325,48.0406,51.7655,10.3583,9.8938,-0.567
06/08/2015,21.66,0.1794,11,149,247,45.3186,50.5736,10.2899,9.8284,-0.566
06/09/2015,21.192,0.0989,59,527,1713,44.1152,50.0407,10.2593,9.7992,-0.536
06/10/2015,21.039,0.1043,38,245,564,49.6476,52.0489,10.3768,9.9114,-1.209
06/11/2015,19.249,0.1656,42,115,349,48.618,51.6225,10.3535,9.8891,-1.211
06/12/2015,17.339,0.1104,39,92,262,43.8257,49.5658,10.2392,9.7799,-0.934
06/15/2015,17.339,0.1646,5,34,116,43.0216,49.2087,10.219,9.7607,-0.63
06/16/2015,15.97,0.175,17,103,217,45.9275,50.2178,10.2738,9.813,-1.002
06/17/2015,15.857,0.1142,25,86,236,44.841,49.7666,10.2496,9.7899,-1.133
06/18/2015,15.896,0.0794,37,75,263,47.4304,50.6534,10.2963,9.8345,-1.197
06/19/2015,15.195,0.0875,17,72,211,42.6697,48.6909,10.1933,9.7361,-1.276
06/22/2015,15.063,0.0676,24,80,300,47.1752,50.2638,10.2746,9.8138,-1.755
06/23/2015,15.089,0.0655,25,110,478,44.9887,49.3648,10.2279,9.7692,0.248
06/24/2015,15.284,0.0449,38,94,377,49.6668,51.0512,10.3148,9.8522,0.601
06/25/2015,13.667,0.0653,25,82,290,47.2241,50.0767,10.2657,9.8053,0.523
06/26/2015,13.764,0.0503,34,76,380,44.3368,48.8898,9.4715,9.11,0.679
06/29/2015,14.204,0.1486,8,55,123,37.1052,45.5814,9.3056,8.9504,1.66
06/30/2015,14.441,0.2193,24,134,270,41.2645,47.0751,9.3725,9.0147,0.304
07/01/2015,14.782,0.1525,110,201,514,46.2867,48.977,9.4603,9.0992,0.388
07/02/2015,14.375,0.0956,36,85,241,45.7135,48.7303,9.4483,9.0877,#N/A N/A
07/03/2015,#N/A N/A,0.0806,20,54,175,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,0.981
07/06/2015,14.045,0.0592,6,32,98,44.0963,48.042,9.4154,9.0561,-0.218
07/07/2015,12.526,0.1044,25,81,222,42.9436,47.5524,9.3923,9.0338,-1.492
07/08/2015,12.998,0.1645,48,103,227,33.4627,42.9908,9.1591,8.8095,-3.951
07/09/2015,14.072,0.1764,65,135,300,28.1078,39.8242,8.9723,8.6299,-2.492
07/10/2015,16.385,0.1758,52,123,268,41.1336,45.187,9.2122,8.8606,-1.735
07/13/2015,17.527,0.075,21,78,131,48.5736,48.694,9.39,9.0316,-1.372
07/14/2015,17.502,0.2689,31,134,287,48.4351,48.6264,9.3863,9.028,0.486
07/15/2015,17.785,0.1106,20,88,271,52.0017,50.3522,9.4767,9.115,3.352
07/16/2015,18.203,0.2172,24,136,270,56.5248,52.6505,9.603,9.2365,2.67
07/17/2015,18.313,#N/A N/A,42,90,216,59.2416,54.0943,9.6859,9.3162,3.685
07/20/2015,18.989,0.4048,25,77,94,64.5128,57.0825,9.869,9.4923,3.588
07/21/2015,19.247,0.3681,64,232,293,60.0097,55.084,9.7704,9.3975,-1.577
07/22/2015,23.05,0.5839,154,453,420,45.6377,47.8272,9.3571,9,-1.581
07/23/2015,23.047,0.4046,226,330,337,45.5103,47.7566,9.3527,8.9957,-1.78
07/24/2015,22.874,0.2768,33,162,259,44.054,46.9675,9.3033,8.9483,-4.315
07/27/2015,23.215,0.1315,24,54,142,40.4043,44.9533,9.1741,8.8239,-4.466
07/28/2015,23.205,0.1231,47,100,289,42.2219,45.8011,9.2196,8.8678,-1.521
07/29/2015,23.21,#N/A N/A,20,94,186,41.3535,45.3393,9.1905,8.8397,-2.53
