Date,VOLATILITY_30D,NEWS_SENTIMENT_DAILY_AVG,NEWS_NEG_SENTIMENT_COUNT,NEWS_POS_SENTIMENT_COUNT,NEWS_NEUTRAL_SENTIMENT_COUNT,RSI_14D,RSI_30D,PX_TO_EBITDA,PX_TO_CASH_FLOW,REL_5D
10/11/2013,31.815,0.1008,#N/A N/A,#N/A N/A,#N/A N/A,56.4097,55.1475,8.1983,8.5354,-0.323
10/14/2013,31.86,0.1692,#N/A N/A,#N/A N/A,#N/A N/A,58.1488,55.9505,8.252,8.5914,1.087
10/15/2013,31.296,0.4088,#N/A N/A,#N/A N/A,#N/A N/A,59.5695,56.6076,8.2959,8.6371,-0.912
10/16/2013,31.254,0.2018,#N/A N/A,#N/A N/A,#N/A N/A,60.8878,57.2164,8.3364,8.6792,0.622
10/17/2013,31.268,-0.222,#N/A N/A,#N/A N/A,#N/A N/A,62.7094,58.0631,8.3927,8.7379,0.818
10/18/2013,31.013,0.115,#N/A N/A,#N/A N/A,#N/A N/A,64.9862,59.1475,8.4657,8.8139,3.025
10/21/2013,30.954,-0.0156,#N/A N/A,#N/A N/A,#N/A N/A,70.4975,62.0328,8.6732,9.0299,0.885
10/22/2013,25.318,0.4732,#N/A N/A,#N/A N/A,#N/A N/A,69.0941,61.4944,8.6483,9.004,3.269
10/23/2013,25.298,0.0982,#N/A N/A,#N/A N/A,#N/A N/A,71.1982,62.6374,8.7331,9.0922,4.295
10/24/2013,24.649,0.106,#N/A N/A,#N/A N/A,#N/A N/A,73.818,64.1403,8.8487,9.2126,2.457
10/25/2013,22.424,0.1392,#N/A N/A,#N/A N/A,#N/A N/A,68.1047,61.9333,8.7497,9.1095,0.627
10/28/2013,22.354,0.5077,#N/A N/A,#N/A N/A,#N/A N/A,69.7637,62.8048,8.8148,9.1774,-1.583
10/29/2013,23.62,0.3601,#N/A N/A,#N/A N/A,#N/A N/A,58.6897,58.1643,8.5953,8.9488,-0.972
10/30/2013,23.597,0.6424,#N/A N/A,#N/A N/A,#N/A N/A,62.6639,60.065,8.732,9.0911,-1.981
10/31/2013,23.325,0.2698,#N/A N/A,#N/A N/A,#N/A N/A,60.9773,59.3207,8.6955,9.0531,-1.232
11/01/2013,18.9,0.116,#N/A N/A,#N/A N/A,#N/A N/A,58.8982,58.4088,8.651,9.0069,-0.917
11/04/2013,19.101,0.0048,#N/A N/A,#N/A N/A,#N/A N/A,62.3729,60.0082,8.7628,9.1232,2.216
11/05/2013,18.331,0.1867,#N/A N/A,#N/A N/A,#N/A N/A,61.2926,59.5495,8.7412,9.1007,-1.16
11/06/2013,18.532,0.3252,#N/A N/A,#N/A N/A,#N/A N/A,57.5552,57.9544,8.6658,9.0223,-1.426
11/07/2013,19.161,-0.094,#N/A N/A,#N/A N/A,#N/A N/A,51.2879,55.1125,8.5256,8.8763,-0.405
11/08/2013,19.026,0.1285,#N/A N/A,#N/A N/A,#N/A N/A,56.2044,57.1913,8.6599,9.016,-1.682
11/11/2013,18.032,0.1668,#N/A N/A,#N/A N/A,#N/A N/A,55.0824,56.6824,8.6347,8.9898,-1.299
11/12/2013,18.028,0.1709,#N/A N/A,#N/A N/A,#N/A N/A,55.6885,56.9346,8.6507,9.0065,-0.7
11/13/2013,17.446,0.206,#N/A N/A,#N/A N/A,#N/A N/A,56.1023,57.1023,8.6611,9.0173,0.555
11/14/2013,17.762,-0.2,#N/A N/A,#N/A N/A,#N/A N/A,60.8506,59.0889,8.7863,9.1477,-0.695
11/15/2013,17.841,0.4364,#N/A N/A,#N/A N/A,#N/A N/A,58.0054,57.9205,8.7336,9.0928,-1.176
11/18/2013,17.688,0.316,#N/A N/A,#N/A N/A,#N/A N/A,52.68,55.6357,8.6277,8.9826,-1.216
11/19/2013,17.463,-0.1551,#N/A N/A,#N/A N/A,#N/A N/A,53.3478,55.8963,8.6431,8.9985,-1.047
11/20/2013,17.723,-0.0822,#N/A N/A,#N/A N/A,#N/A N/A,49.6224,54.2675,8.5674,8.9197,-1.617
11/21/2013,17.928,-0.1521,#N/A N/A,#N/A N/A,#N/A N/A,54.2611,56.054,8.6694,9.026,-1.35
11/22/2013,17.918,0.1476,#N/A N/A,#N/A N/A,#N/A N/A,53.1143,55.5651,8.6472,9.0029,0.372
11/25/2013,17.974,0.2268,#N/A N/A,#N/A N/A,#N/A N/A,56.0635,56.7168,8.7128,9.0711,1.818
11/26/2013,18.63,0.3729,#N/A N/A,#N/A N/A,#N/A N/A,62.3212,59.3866,8.8735,9.2384,4.495
11/27/2013,19.639,0.167,#N/A N/A,#N/A N/A,#N/A N/A,68.586,62.498,9.0824,9.456,#N/A N/A
11/28/2013,#N/A N/A,0.0935,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,6.115
11/29/2013,20.119,0.5566,#N/A N/A,#N/A N/A,#N/A N/A,72.5434,64.7469,9.2506,9.6311,6.274
12/02/2013,19.305,0.0576,#N/A N/A,#N/A N/A,#N/A N/A,68.1192,62.8795,9.1701,9.5472,8.572
12/03/2013,20.643,0.3667,#N/A N/A,#N/A N/A,#N/A N/A,73.5384,66.039,9.4211,9.8086,6.512
12/04/2013,20.59,0.3876,#N/A N/A,#N/A N/A,#N/A N/A,72.3778,65.5336,9.3991,9.7857,5.312
12/05/2013,20.345,0.1033,#N/A N/A,#N/A N/A,#N/A N/A,73.371,66.1222,9.4474,9.836,0.751
12/06/2013,20.528,0.1373,#N/A N/A,#N/A N/A,#N/A N/A,66.3876,63.094,9.3163,9.6995,2.333
12/09/2013,20.656,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,68.9742,64.4633,9.4229,9.8105,-0.55
12/10/2013,18.866,0.1363,#N/A N/A,#N/A N/A,#N/A N/A,68.1983,64.1254,9.4083,9.7953,-0.054
12/11/2013,18.699,0.3791,#N/A N/A,#N/A N/A,#N/A N/A,64.479,62.5114,9.3386,9.7227,-0.766
12/12/2013,18.628,-0.0607,#N/A N/A,#N/A N/A,#N/A N/A,63.7463,62.1945,9.325,9.7085,0.662
12/13/2013,18.927,0.0478,#N/A N/A,#N/A N/A,#N/A N/A,58.4193,59.8555,9.2233,9.6027,-0.374
12/16/2013,18.671,0.1217,#N/A N/A,#N/A N/A,#N/A N/A,60.2181,60.6252,9.2744,9.6558,-0.676
12/17/2013,18.725,0.1895,#N/A N/A,#N/A N/A,#N/A N/A,58.0086,59.6578,9.2326,9.6124,-3.427
12/18/2013,18.674,-0.0851,#N/A N/A,#N/A N/A,#N/A N/A,54.3948,58.0467,9.1624,9.5393,-4.699
12/19/2013,18.291,-0.1042,#N/A N/A,#N/A N/A,#N/A N/A,49.4356,55.7192,9.0574,9.43,-3.318
12/20/2013,17.917,0.2231,#N/A N/A,#N/A N/A,#N/A N/A,52.7856,57.0079,9.1333,9.509,-0.06
12/23/2013,20.805,0.0729,#N/A N/A,#N/A N/A,#N/A N/A,64.4918,62.2583,9.4838,9.8739,-0.634
12/24/2013,20.922,0.8397,#N/A N/A,#N/A N/A,#N/A N/A,62.5729,61.3678,9.4436,9.832,#N/A N/A
12/25/2013,#N/A N/A,0.3376,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,0.64
12/26/2013,21.118,-0.2876,#N/A N/A,#N/A N/A,#N/A N/A,59.5978,59.9852,9.3808,9.7667,1.094
12/27/2013,20.987,0.1816,#N/A N/A,#N/A N/A,#N/A N/A,56.6655,58.6048,9.0378,9.6424,-0.246
12/30/2013,21.162,0.0468,#N/A N/A,#N/A N/A,#N/A N/A,52.5917,56.6337,8.9479,9.5465,-2.676
12/31/2013,20.891,0.1678,#N/A N/A,#N/A N/A,#N/A N/A,56.5201,58.3258,9.0528,9.6584,#N/A N/A
01/01/2014,#N/A N/A,0.0235,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,-2.49
01/02/2014,21.494,0.0598,#N/A N/A,#N/A N/A,#N/A N/A,50.9962,55.6016,8.9255,9.5225,-3.507
01/03/2014,22.482,-0.485,#N/A N/A,#N/A N/A,#N/A N/A,43.8835,51.7511,8.7294,9.3134,-2.107
01/06/2014,22.294,0,#N/A N/A,#N/A N/A,#N/A N/A,45.858,52.576,8.777,9.3642,-2.443
01/07/2014,22.414,-0.1338,#N/A N/A,#N/A N/A,#N/A N/A,43.6744,51.3771,8.7142,9.2971,-2.557
01/08/2014,22.385,0.1835,#N/A N/A,#N/A N/A,#N/A N/A,46.1045,52.3651,8.7695,9.3561,-3.328
01/09/2014,22.129,0.1411,#N/A N/A,#N/A N/A,#N/A N/A,42.1343,50.2239,8.6574,9.2366,-2.074
01/10/2014,21.019,-0.2752,#N/A N/A,#N/A N/A,#N/A N/A,40.2114,49.1519,8.5997,9.175,-1.098
01/13/2014,20.261,0.086,#N/A N/A,#N/A N/A,#N/A N/A,42.4175,50.0123,8.6447,9.223,1.121
01/14/2014,21.063,0.1604,#N/A N/A,#N/A N/A,#N/A N/A,50.0077,53.1462,8.8167,9.4065,1.953
01/15/2014,20.298,-0.1296,#N/A N/A,#N/A N/A,#N/A N/A,56.3797,56.0776,8.9937,9.5954,2.871
01/16/2014,20.348,0.1824,#N/A N/A,#N/A N/A,#N/A N/A,54.2679,55.0672,8.9436,9.5418,1.653
01/17/2014,21.499,-0.1986,#N/A N/A,#N/A N/A,#N/A N/A,46.1406,50.9226,8.7244,9.308,#N/A N/A
01/20/2014,#N/A N/A,0.0056,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,1.123
01/21/2014,21.74,0.1102,#N/A N/A,#N/A N/A,#N/A N/A,51.0264,53.1776,8.86,9.4526,0.61
01/22/2014,21.48,0.2301,#N/A N/A,#N/A N/A,#N/A N/A,52.3777,53.8152,8.8993,9.4947,0.875
01/23/2014,21.66,0.0233,#N/A N/A,#N/A N/A,#N/A N/A,54.9405,55.0279,8.9747,9.575,1.584
01/24/2014,22.22,0.0928,#N/A N/A,#N/A N/A,#N/A N/A,48.8159,51.9718,8.8116,9.401,5.084
01/27/2014,22.383,0.1432,#N/A N/A,#N/A N/A,#N/A N/A,51.3738,53.1512,8.8831,9.4773,-5.113
01/28/2014,33.303,0.3265,#N/A N/A,#N/A N/A,#N/A N/A,33.478,42.4426,8.1731,8.7198,-5.588
01/29/2014,33.281,0.3294,#N/A N/A,#N/A N/A,#N/A N/A,31.9135,41.3172,8.0803,8.6208,-8.424
01/30/2014,33.284,0.1212,#N/A N/A,#N/A N/A,#N/A N/A,31.6454,41.1273,8.0646,8.6041,-7.931
01/31/2014,33.296,-0.1685,#N/A N/A,#N/A N/A,#N/A N/A,32.164,41.3629,8.0778,8.6182,-6.821
02/03/2014,33.23,0.0916,#N/A N/A,#N/A N/A,#N/A N/A,32.7884,41.6376,8.0929,8.6342,2.587
02/04/2014,33.466,0.1942,#N/A N/A,#N/A N/A,#N/A N/A,37.6159,43.7652,8.21,8.7592,3.683
02/05/2014,31.238,0.0936,#N/A N/A,#N/A N/A,#N/A N/A,40.0433,44.8537,8.2713,8.8246,3.747
02/06/2014,31.254,-0.0395,#N/A N/A,#N/A N/A,#N/A N/A,40.008,44.8348,8.27,8.8232,2.978
02/07/2014,31.666,0.1606,#N/A N/A,#N/A N/A,#N/A N/A,44.7115,46.9089,8.3857,8.9467,2.079
02/10/2014,32.228,0.0893,#N/A N/A,#N/A N/A,#N/A N/A,50.1742,49.4614,8.536,9.107,1.604
02/11/2014,32.435,0.0873,#N/A N/A,#N/A N/A,#N/A N/A,53.8504,51.2756,8.6484,9.2269,0.665
02/12/2014,32.194,0.1372,#N/A N/A,#N/A N/A,#N/A N/A,53.8259,51.2646,8.6478,9.2263,2.954
02/13/2014,32.353,0.1839,#N/A N/A,#N/A N/A,#N/A N/A,58.1918,53.4476,8.7851,9.3728,2.309
02/14/2014,31.65,0.1722,#N/A N/A,#N/A N/A,#N/A N/A,57.887,53.3199,8.778,9.3652,0.919
02/18/2014,31.627,-0.1715,#N/A N/A,#N/A N/A,#N/A N/A,58.9397,53.8387,8.8103,9.3996,-0.23
02/19/2014,31.921,0.3015,#N/A N/A,#N/A N/A,#N/A N/A,52.8124,51.2968,8.6712,9.2512,-1.995
02/20/2014,32.035,-0.0623,#N/A N/A,#N/A N/A,#N/A N/A,48.8648,49.5505,8.5708,9.1441,-3.86
02/21/2014,31.98,0.2825,#N/A N/A,#N/A N/A,#N/A N/A,45.3984,47.9488,8.4756,9.0426,-3.493
02/24/2014,31.96,0.049,#N/A N/A,#N/A N/A,#N/A N/A,46.9775,48.6186,8.5127,9.0822,-4.609
02/25/2014,32.051,0.0545,#N/A N/A,#N/A N/A,#N/A N/A,43.7268,47.1213,8.4241,8.9876,-4.582
02/26/2014,31.487,0.1223,#N/A N/A,#N/A N/A,#N/A N/A,41.0992,45.8677,8.3481,8.9066,-1.433
02/27/2014,31.479,0.2217,#N/A N/A,#N/A N/A,#N/A N/A,48.4137,48.9464,8.5147,9.0842,-1.062
02/28/2014,31.459,0.089,#N/A N/A,#N/A N/A,#N/A N/A,47.5329,48.5506,8.4916,9.0596,0.142
03/03/2014,30.66,0,#N/A N/A,#N/A N/A,#N/A N/A,48.6033,49.004,8.5161,9.0858,0.195
03/04/2014,30.338,0.1787,#N/A N/A,#N/A N/A,#N/A N/A,51.0648,50.0467,8.5723,9.1457,1.328
03/05/2014,30.306,0.0688,#N/A N/A,#N/A N/A,#N/A N/A,51.8639,50.3845,8.5903,9.165,-0.635
03/06/2014,30.161,-0.1101,#N/A N/A,#N/A N/A,#N/A N/A,50.5852,49.8829,8.5644,9.1373,-0.2
03/07/2014,29.712,0.2288,#N/A N/A,#N/A N/A,#N/A N/A,50.3279,49.7842,8.5594,9.1319,-1.086
03/10/2014,29.585,0.3908,#N/A N/A,#N/A N/A,#N/A N/A,50.7456,49.9429,8.5671,9.1402,1.252
03/11/2014,15.282,0.1316,#N/A N/A,#N/A N/A,#N/A N/A,55.1234,51.6454,8.6505,9.2292,1.101
03/12/2014,14.714,0.3453,#N/A N/A,#N/A N/A,#N/A N/A,55.5514,51.8159,8.6589,9.2381,1.643
03/13/2014,15.217,0.2344,#N/A N/A,#N/A N/A,#N/A N/A,49.7015,49.7364,8.5627,9.1355,0.899
03/14/2014,15.735,0.1015,#N/A N/A,#N/A N/A,#N/A N/A,44.6392,47.7539,8.4666,9.0329,0.192
03/17/2014,15.75,0.1498,#N/A N/A,#N/A N/A,#N/A N/A,46.652,48.4845,8.4997,9.0682,-1.119
03/18/2014,15.418,0.4919,#N/A N/A,#N/A N/A,#N/A N/A,51.012,50.1247,8.5748,9.1484,-0.602
03/19/2014,15.315,0.2994,#N/A N/A,#N/A N/A,#N/A N/A,50.8775,50.0752,8.5726,9.146,-1.734
03/20/2014,15.418,0.1194,#N/A N/A,#N/A N/A,#N/A N/A,48.3657,49.156,8.5313,9.102,0.178
03/21/2014,15.053,0.3438,#N/A N/A,#N/A N/A,#N/A N/A,52.4811,50.6815,8.5986,9.1738,2.44
03/24/2014,14.529,0.331,#N/A N/A,#N/A N/A,#N/A N/A,57.9512,52.8973,8.7006,9.2826,2.922
03/25/2014,14.355,0.2568,#N/A N/A,#N/A N/A,#N/A N/A,62.2463,54.8242,8.7941,9.3824,2.054
03/26/2014,14.676,0.0954,#N/A N/A,#N/A N/A,#N/A N/A,56.6486,52.8164,8.7101,9.2927,2.92
03/27/2014,13.917,-0.3135,#N/A N/A,#N/A N/A,#N/A N/A,54.3066,51.9402,8.6726,9.2528,1.231
03/28/2014,13.918,0.0215,#N/A N/A,#N/A N/A,#N/A N/A,53.6884,51.7107,8.3231,8.9098,-1.247
03/31/2014,13.86,0.0524,#N/A N/A,#N/A N/A,#N/A N/A,53.5571,51.6634,8.3212,8.9078,-1.662
04/01/2014,13.304,0.0523,#N/A N/A,#N/A N/A,#N/A N/A,58.0754,53.4627,8.3973,8.9893,-1.525
04/02/2014,12.784,0.1263,#N/A N/A,#N/A N/A,#N/A N/A,58.8654,53.7889,8.4113,9.0042,-1.861
04/03/2014,12.478,0.2415,#N/A N/A,#N/A N/A,#N/A N/A,54.265,52.2074,8.353,8.9418,-1.336
04/04/2014,13.097,0.159,#N/A N/A,#N/A N/A,#N/A N/A,46.9415,49.4211,8.2449,8.8261,-1.029
04/07/2014,13.595,0.1002,#N/A N/A,#N/A N/A,#N/A N/A,39.9804,46.355,8.1155,8.6875,-1.611
04/08/2014,13.296,0.2793,#N/A N/A,#N/A N/A,#N/A N/A,39.9574,46.3443,8.115,8.687,-1.277
04/09/2014,12.52,-0.1586,#N/A N/A,#N/A N/A,#N/A N/A,47.4062,49.1267,8.2217,8.8012,0.11
04/10/2014,13.104,-0.1573,#N/A N/A,#N/A N/A,#N/A N/A,41.8478,46.6393,8.1156,8.6877,0.362
04/11/2014,13.242,0.1009,#N/A N/A,#N/A N/A,#N/A N/A,39.0574,45.297,8.0556,8.6235,0.444
04/14/2014,13.135,0.3575,#N/A N/A,#N/A N/A,#N/A N/A,41.3116,46.1545,8.0877,8.6578,-0.565
04/15/2014,13.249,0.0789,#N/A N/A,#N/A N/A,#N/A N/A,38.5518,44.8475,8.03,8.5961,-1.614
04/16/2014,13.261,0.1361,#N/A N/A,#N/A N/A,#N/A N/A,39.7749,45.2998,8.0463,8.6135,-1.429
04/17/2014,13.75,-0.1537,#N/A N/A,#N/A N/A,#N/A N/A,46.2776,47.8007,8.1383,8.7119,#N/A N/A
04/18/2014,#N/A N/A,0.1871,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,-0.844
04/21/2014,14.222,0.2357,#N/A N/A,#N/A N/A,#N/A N/A,52.126,50.2717,8.2348,8.8153,-0.733
04/22/2014,13.908,0.093,#N/A N/A,#N/A N/A,#N/A N/A,52.5979,50.4776,8.243,8.8241,-0.44
04/23/2014,14.423,0.2871,#N/A N/A,#N/A N/A,#N/A N/A,46.1612,47.7885,8.1353,8.7088,8.446
04/24/2014,27.566,0.2893,#N/A N/A,#N/A N/A,#N/A N/A,70.3511,61.0704,8.8023,9.4227,9.038
04/25/2014,27.274,0.5645,#N/A N/A,#N/A N/A,#N/A N/A,71.6793,62.0387,8.8669,9.4919,11.993
04/28/2014,29.223,0.282,#N/A N/A,#N/A N/A,#N/A N/A,77.4566,66.6034,9.2103,9.8595,11.476
04/29/2014,29.261,0.2033,#N/A N/A,#N/A N/A,#N/A N/A,76.1277,65.9515,9.183,9.8303,11.941
04/30/2014,29.325,0.1093,#N/A N/A,#N/A N/A,#N/A N/A,74.3787,65.1125,9.1483,9.7932,3.896
05/01/2014,29.211,0.1287,#N/A N/A,#N/A N/A,#N/A N/A,74.7661,65.3951,9.1698,9.8162,2.632
05/02/2014,29.19,-0.0756,#N/A N/A,#N/A N/A,#N/A N/A,75.0872,65.6231,9.1869,9.8345,0.339
05/05/2014,29.256,0.1114,#N/A N/A,#N/A N/A,#N/A N/A,77.4419,67.3198,9.3168,9.9736,0.921
05/06/2014,29.496,0.1776,#N/A N/A,#N/A N/A,#N/A N/A,71.7347,64.7363,9.2153,9.8649,0.686
05/07/2014,29.31,0.2604,#N/A N/A,#N/A N/A,#N/A N/A,69.9713,63.9303,9.183,9.8303,-0.163
05/08/2014,29.396,-0.1032,#N/A N/A,#N/A N/A,#N/A N/A,66.3084,62.2573,9.1157,9.7583,-1.048
05/09/2014,29.451,0.3755,#N/A N/A,#N/A N/A,#N/A N/A,64.2653,61.3211,9.0778,9.7177,-1.976
05/12/2014,29.565,0.4806,#N/A N/A,#N/A N/A,#N/A N/A,67.4785,63.0333,9.1908,9.8386,-1.674
05/13/2014,29.516,0.2599,#N/A N/A,#N/A N/A,#N/A N/A,67.8755,63.2481,9.2052,9.8541,-0.288
05/14/2014,29.527,0.403,#N/A N/A,#N/A N/A,#N/A N/A,67.9253,63.2742,9.2069,9.8559,0.397
05/15/2014,29.581,-0.0553,#N/A N/A,#N/A N/A,#N/A N/A,63.0834,61.2091,9.1286,9.7721,2.078
05/16/2014,29.343,0.2903,#N/A N/A,#N/A N/A,#N/A N/A,67.391,63.3391,9.2633,9.9163,2.61
05/19/2014,28.768,0.0113,#N/A N/A,#N/A N/A,#N/A N/A,70.4195,64.9607,9.3731,10.0338,3.183
05/20/2014,28.764,0.2344,#N/A N/A,#N/A N/A,#N/A N/A,70.4695,64.9878,9.375,10.0358,2.122
05/21/2014,28.661,0.2728,#N/A N/A,#N/A N/A,#N/A N/A,71.1701,65.3581,9.3998,10.0624,1.954
05/22/2014,28.158,0.0902,#N/A N/A,#N/A N/A,#N/A N/A,71.6053,65.584,9.4146,10.0783,1.556
05/23/2014,27.94,0.1394,#N/A N/A,#N/A N/A,#N/A N/A,74.5609,67.1669,9.521,10.1921,#N/A N/A
05/26/2014,#N/A N/A,0.0055,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,2.028
05/27/2014,28.193,0.031,#N/A N/A,#N/A N/A,#N/A N/A,78.5851,69.5921,9.6993,10.383,1.195
05/28/2014,28.024,0.013,#N/A N/A,#N/A N/A,#N/A N/A,76.7434,68.851,9.6742,10.3561,3.048
05/29/2014,28.201,0.3991,#N/A N/A,#N/A N/A,#N/A N/A,80.2431,71.0866,9.8504,10.5448,2.553
05/30/2014,28.345,0.6272,#N/A N/A,#N/A N/A,#N/A N/A,77.6104,69.9987,9.8135,10.5053,1.065
06/02/2014,28.57,0.2862,#N/A N/A,#N/A N/A,#N/A N/A,72.9024,68.0302,9.7461,10.4331,1.251
06/03/2014,28.633,0.1135,#N/A N/A,#N/A N/A,#N/A N/A,76.0941,69.8243,9.8839,10.5806,2.365
06/04/2014,28.024,0.1827,#N/A N/A,#N/A N/A,#N/A N/A,78.3436,71.1937,9.9968,10.7015,0.811
06/05/2014,17.061,0.1207,#N/A N/A,#N/A N/A,#N/A N/A,79.0803,71.6562,10.036,10.7435,0.632
06/06/2014,17.174,0.1608,#N/A N/A,#N/A N/A,#N/A N/A,77.0932,70.8286,10.0084,10.7139,2.928
06/09/2014,14.138,0.2327,#N/A N/A,#N/A N/A,#N/A N/A,80.2023,72.7201,10.1686,10.8853,2.075
06/10/2014,14.014,0.5652,#N/A N/A,#N/A N/A,#N/A N/A,81.2251,73.3854,10.2282,10.9492,1.053
06/11/2014,14.033,0.1307,#N/A N/A,#N/A N/A,#N/A N/A,78.1423,72.0956,10.1859,10.9039,0.331
06/12/2014,15.325,0.0252,#N/A N/A,#N/A N/A,#N/A N/A,67.1012,67.1785,10.0155,10.7215,-0.345
06/13/2014,15.891,0.2954,#N/A N/A,#N/A N/A,#N/A N/A,61.1184,64.2617,9.9059,10.6042,-0.916
06/16/2014,15.666,0.0464,#N/A N/A,#N/A N/A,#N/A N/A,64.2456,65.6664,10.0058,10.7111,-1.86
06/17/2014,15.157,0.1774,#N/A N/A,#N/A N/A,#N/A N/A,63.5278,65.32,9.9928,10.6971,-2.447
06/18/2014,15.042,-0.5156,#N/A N/A,#N/A N/A,#N/A N/A,63.8899,65.477,10.0036,10.7088,-1.958
06/19/2014,14.838,0.1825,#N/A N/A,#N/A N/A,#N/A N/A,61.7767,64.5102,9.9689,10.6716,-1.761
06/20/2014,15.233,0.2465,#N/A N/A,#N/A N/A,#N/A N/A,55.8687,61.7118,9.8658,10.5612,-2.732
06/23/2014,14.98,0.1132,#N/A N/A,#N/A N/A,#N/A N/A,55.3884,61.4794,9.8571,10.5519,-2.357
06/24/2014,15.193,0.4956,#N/A N/A,#N/A N/A,#N/A N/A,52.0734,59.8762,9.7974,10.488,-2.102
06/25/2014,15.187,0.2645,#N/A N/A,#N/A N/A,#N/A N/A,52.5185,60.0331,9.8061,10.4973,-0.931
06/26/2014,14.854,0.2327,#N/A N/A,#N/A N/A,#N/A N/A,55.5216,61.0949,9.8647,10.5601,1.276
06/27/2014,14.664,0.0857,#N/A N/A,#N/A N/A,#N/A N/A,60.8542,63.1219,9.6273,10.112,2.436
06/30/2014,14.583,0.049,#N/A N/A,#N/A N/A,#N/A N/A,64.8466,64.7912,9.7267,10.2164,2.364
07/01/2014,14.608,0.0542,#N/A N/A,#N/A N/A,#N/A N/A,67.0914,65.7862,9.7885,10.2813,2.662
07/02/2014,14.639,0.1657,#N/A N/A,#N/A N/A,#N/A N/A,66.7801,65.656,9.7843,10.2769,1.973
07/03/2014,14.666,0.1474,#N/A N/A,#N/A N/A,#N/A N/A,68.9161,66.5959,9.8419,10.3374,#N/A N/A
07/04/2014,#N/A N/A,0.1665,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,3.455
07/07/2014,15.396,0.0639,#N/A N/A,#N/A N/A,#N/A N/A,75.0129,69.6258,10.0447,10.5504,2.422
07/08/2014,14.877,0.2362,#N/A N/A,#N/A N/A,#N/A N/A,70.2791,67.603,9.98,10.4825,2.025
07/09/2014,14.813,0.0513,#N/A N/A,#N/A N/A,#N/A N/A,70.4092,67.6659,9.9842,10.4869,2.178
07/10/2014,14.084,-0.0686,#N/A N/A,#N/A N/A,#N/A N/A,67.5805,66.4809,9.9471,10.4479,2.185
07/11/2014,13.987,0.1879,#N/A N/A,#N/A N/A,#N/A N/A,68.2953,66.7944,9.9664,10.4682,0.53
07/14/2014,14.098,0.1884,#N/A N/A,#N/A N/A,#N/A N/A,72.6184,68.8013,10.0952,10.6034,-0.516
07/15/2014,14.248,0.5028,#N/A N/A,#N/A N/A,#N/A N/A,63.9864,65.064,9.9769,10.4792,-1.078
07/16/2014,14.073,0.3532,#N/A N/A,#N/A N/A,#N/A N/A,60.2977,63.3625,9.9204,10.4198,-1.719
07/17/2014,15.138,0.2155,#N/A N/A,#N/A N/A,#N/A N/A,50.4876,58.4163,9.7435,10.234,-1.364
07/18/2014,15.677,0.1035,#N/A N/A,#N/A N/A,#N/A N/A,56.5271,60.9187,9.8837,10.3814,-2.432
07/21/2014,15.056,0.1376,#N/A N/A,#N/A N/A,#N/A N/A,53.9314,59.5602,9.8323,10.3274,-1.143
07/22/2014,15.159,0.4589,#N/A N/A,#N/A N/A,#N/A N/A,57.2909,60.9916,9.9141,10.4132,2.262
07/23/2014,16.909,0.5658,#N/A N/A,#N/A N/A,#N/A N/A,65.788,65.04,10.1726,10.6848,2.667
07/24/2014,15.988,0.5526,#N/A N/A,#N/A N/A,#N/A N/A,64.8875,64.5908,10.1559,10.6672,3.426
07/25/2014,15.549,0.1685,#N/A N/A,#N/A N/A,#N/A N/A,66.8456,65.5761,10.223,10.7377,5.128
07/28/2014,15.756,0.1691,#N/A N/A,#N/A N/A,#N/A N/A,70.5658,67.5425,10.3642,10.886,4.58
07/29/2014,15.946,0.3334,#N/A N/A,#N/A N/A,#N/A N/A,66.7396,65.7006,10.2972,10.8156,1.856
07/30/2014,16.003,0.1618,#N/A N/A,#N/A N/A,#N/A N/A,65.3679,65.0412,10.2731,10.7903,1.451
07/31/2014,18.078,0.2495,#N/A N/A,#N/A N/A,#N/A N/A,52.4874,58.3272,10.0062,10.51,1.142
08/01/2014,17.741,0.2079,#N/A N/A,#N/A N/A,#N/A N/A,54.4944,59.2321,10.0617,10.5682,-1.476
08/04/2014,17.868,0.028,#N/A N/A,#N/A N/A,#N/A N/A,52.0805,57.9068,10.0052,10.5089,-0.809
08/05/2014,17.824,0.1849,#N/A N/A,#N/A N/A,#N/A N/A,50.0043,56.7634,9.956,10.4572,-0.739
08/06/2014,17.853,0.2619,#N/A N/A,#N/A N/A,#N/A N/A,49.284,56.3714,9.9392,10.4396,-0.08
